id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,productDisplayName,image
57793,Women,Personal Care,Makeup,Compact,Skin,Spring,,Lotus Herbals Natural Blend Botanical Compact 550,57793.jpg
19112,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,Campbell Men Pack of 3 Solid Tshirts,19112.jpg
21949,Women,Accessories,Bags,Handbags,Purple,Winter,Casual,Murcia Women Casual Purple Handbag,21949.jpg
2964,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Puma Men's Match Classic White & Green Shoe,2964.jpg
44384,Women,Personal Care,Fragrance,Deodorant,White,Spring,Casual,Spinz Women Enchante Deo,44384.jpg
39865,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,Gini and Jony Boys Polo Red T-Shirt,39865.jpg
56967,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,HM Women Brown Sandals,56967.jpg
12254,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,Genesis Men Check Red Shirts,12254.jpg
23612,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,Casual,Nike Fragrances Women Sensual Touch Perfume,23612.jpg
37680,Unisex,Accessories,Bags,Backpacks,Black,Summer,Casual,American Tourister Unisex Black Backpack,37680.jpg
8683,Men,Accessories,Eyewear,Sunglasses,Green,Winter,Casual,Fastrack Men Sunglasses M050GR3,8683.jpg
22457,Women,Apparel,Bottomwear,Leggings,Cream,Fall,Casual,Myntra Women Cream Leggings,22457.jpg
54740,Men,Footwear,Shoes,Casual Shoes,Black,Spring,Casual,Vans Men Black Era Shoes,54740.jpg
28794,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Denizen Men Blue Jeans,28794.jpg
46579,Women,Accessories,Watches,Watches,Steel,Winter,Casual,Timex Women Steel Watch,46579.jpg
12109,Women,Apparel,Topwear,Kurtis,White,Fall,Ethnic,W Women Printed White Kurtis,12109.jpg
33480,Women,Accessories,Belts,Belts,Purple,Spring,Casual,Baggit Women Purple Belt,33480.jpg
14906,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,United Colors of Benetton Men Solid Black Wallets,14906.jpg
38163,Men,Accessories,Eyewear,Sunglasses,White,Winter,Casual,Miami Blues Men Sunglasses,38163.jpg
13892,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,Nike Men Team India Special Edition Three Star Blue Jersey,13892.jpg
59863,Women,Personal Care,Skin Care,Eye Cream,Black,Spring,Casual,Olay Women Total Effects Anti-Ageing Eye Cream,59863.jpg
53211,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,Mark Taylor Men Blue Shirt,53211.jpg
38039,Men,Accessories,Watches,Watches,Silver,Winter,Casual,Q&Q Men Silver Dial Watch,38039.jpg
7933,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Puma Men's Tech Graphic Black Green T-shirt,7933.jpg
56017,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual,Colorbar Soft Touch Wood Heart Lipstick 039,56017.jpg
54399,Women,Accessories,Wallets,Wallets,Teal,Summer,Casual,Baggit Women Teal Wallet,54399.jpg
28056,Men,Apparel,Innerwear,Briefs,White,Winter,Casual,Jockey ELANCE Men Pack of 2 White Briefs 1009,28056.jpg
11023,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,Wrangler Women Black T-shirt,11023.jpg
57599,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,Casual,Lotus Herbals Moistpetals Berry Punch Lipstick 121,57599.jpg
33163,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,Sepia Women Yellow Top,33163.jpg
32815,Women,Footwear,Flip Flops,Flip Flops,Brown,Winter,Casual,iPanema Women Temas Brown Flip Flops,32815.jpg
14950,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,Status Quo Men Stripes Purple Tshirts,14950.jpg
25985,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,Casual,J.Del Pozo Halloween Women Perfume,25985.jpg
43228,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,United Colors of Benetton Women Brown Swede Finish Handbag,43228.jpg
23702,Men,Accessories,Eyewear,Sunglasses,Orange,Winter,Casual,Rayban Men Orange New Wayfarer Sunglasses,23702.jpg
58819,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,Skechers Women Grey Casual Shoes,58819.jpg
55498,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,Casual,Revlon ColorBurst Strawberry Lip Gloss 06,55498.jpg
43512,Women,Apparel,Dress,Dresses,Blue,Summer,Casual,French Connection Women Blue Dress,43512.jpg
20465,Women,Accessories,Wallets,Wallets,Red,Winter,Casual,Baggit Women Red Famous Taj Wallet,20465.jpg
7833,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,Puma Men's Benecio Leather Brown Red Shoe,7833.jpg
58989,Men,Personal Care,Fragrance,Deodorant,White,Spring,Casual,Cavallini Men Deo,58989.jpg
58222,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,Vero Moda Women Blue Denim Jeans,58222.jpg
10585,Men,Accessories,Watches,Watches,Black,Winter,Casual,Carrera Men Rubber strap dial Black Watches,10585.jpg
17625,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,ADIDAS Men Solid Black Track Pant,17625.jpg
18457,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,Nautica Blue Men Perfumes,18457.jpg
25955,Women,Accessories,Scarves,Scarves,Maroon,Summer,Casual,Femella Women Maroon Scarf,25955.jpg
51703,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,Van Heusen Unisex Wayfarer Sunglasses VH220-C2,51703.jpg
10177,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,United Colors Of Benetton Men Cboar Brown Casual Shoes,10177.jpg
57935,Men,Footwear,Sandal,Sandals,Black,Spring,Casual,Clarks Men Black Leather Closed Sandals,57935.jpg
43391,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,Lino Perros Men Wallet,43391.jpg
30096,Men,Accessories,Watches,Watches,Black,Winter,Casual,Ed Hardy Men Black Dial Watch,30096.jpg
15897,Unisex,Footwear,Flip Flops,Flip Flops,Green,Fall,Casual,Warner Bros Kids Unisex SD Wave Flop Green Slippers,15897.jpg
28236,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual,Secret Temptation Women Mystery Deo,28236.jpg
39800,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Formal,Peter England Men Navy Blue Formal Shirts,39800.jpg
31849,Men,Accessories,Watches,Watches,White,Winter,Casual,Titan Edge Men White Dial Watch NH1043SL01A,31849.jpg
22068,Women,Apparel,Topwear,Kurtas,Grey,Fall,Ethnic,Vishudh Women Printed Grey Kurta,22068.jpg
55834,Women,Personal Care,Beauty Accessories,Beauty Accessory,Skin,Spring,Casual,Colorbar Miss Reflective Body Shimmer 001,55834.jpg
49991,Men,Accessories,Socks,Socks,White,Summer,Sports,Hanes Men Pack Of 3 White Cushion Max Crew Socks,49991.jpg
28415,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Idee Men Black Sunglasses,28415.jpg
9198,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Men Faas 500 Black Casual Shoes,9198.jpg
55008,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,,Lakme Sheer Satin Lip Gloss 41,55008.jpg
34317,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,Myntra Men Red Freedom Warior T-shirt,34317.jpg
52503,Women,Apparel,Loungewear and Nightwear,Bath Robe,Cream,Winter,Casual,Red Rose Women Cream Floral Print Bath Robe,52503.jpg
3228,Women,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Women Sabadella Sequin Black Shoe,3228.jpg
23615,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,Casual,Nike Fragrances Women Basic Perfume,23615.jpg
31612,Men,Apparel,Topwear,Shirts,Red,Summer,Formal,Indigo Nation Men Striped Red Shirt,31612.jpg
3400,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,Murcia Women Brown Hobo Handbag,3400.jpg
18713,Women,Apparel,Bottomwear,Skirts,Grey,Fall,Formal,Arrow Woman Solid Grey Skirt,18713.jpg
18468,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,Reebok Reelive Women Perfumes,18468.jpg
9432,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,Sports,Decathlon Men Ituors Adventure Brown Sports Shoes,9432.jpg
20594,Women,Accessories,Wallets,Wallets,Purple,Winter,Casual,Baggit Women Kungfu Baby Purple Wallet,20594.jpg
15479,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,Puma Men Logo Black Tshirts,15479.jpg
57794,Women,Personal Care,Skin Care,Face Wash and Cleanser,Maroon,Spring,Casual,Lotus Herbals Pomegranate & Plum Energizing Skin Polisher,57794.jpg
29639,Men,Apparel,Topwear,Shirts,White,Summer,Casual,Indigo Nation Men White Shirt,29639.jpg
53100,Women,Accessories,Jewellery,Earrings,Silver,Winter,Casual,Fabindia Silver Earrings,53100.jpg
19938,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Men Egoli TF White Sports Shoes,19938.jpg
44383,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual,Spinz Women Exotic Deo,44383.jpg
41870,Men,Footwear,Sandal,Sandals,Black,Summer,Casual,Estd. 1977 Men Black Sandals,41870.jpg
27689,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,Murcia Women Brown Handbag,27689.jpg
15727,Women,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Nike Women Downshifter 4 MSL White Sports Shoes,15727.jpg
56474,Women,Personal Care,Nails,Nail Polish,Red,Spring,,Streetwear Fiery Femme Nail Polish # 18,56474.jpg
22153,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,Lee Cooper Men Brown Casual Sandals,22153.jpg
21955,Women,Accessories,Bags,Handbags,Maroon,Winter,Casual,Murcia Women Casual Maroon Handbag,21955.jpg
13240,Men,Apparel,Topwear,Jackets,White,Fall,Casual,Palm Tree Kids Boys Solid White Jackets,13240.jpg
57760,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,,Lotus Herbals Tea Tree Face Wash,57760.jpg
49542,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,Rocia Women Blue Handbag,49542.jpg
20710,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Red Tape Men Black Casual Shoes,20710.jpg
12249,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,Genesis Men Striped Pink & Navy Shirt,12249.jpg
44377,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,Casual,Jovan Men White Musk Deo,44377.jpg
5171,Women,Apparel,Topwear,Tops,Red,Summer,Casual,Wrangler Women's Short Placket Red Tops,5171.jpg
19267,Men,Accessories,Watches,Watches,Steel,Winter,Casual,Guess Men Chase Steel Watch,19267.jpg
15610,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,Nike Men Trainng Black Shorts,15610.jpg
55037,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual,Lakme Absolute Matte Bitter Chocolate Lipstick 53,55037.jpg
5576,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Nike Men's Free Run Grey Red White Shoe,5576.jpg
49329,Women,Accessories,Watches,Watches,White,Winter,Casual,DKNY Women White Dial Watch NY8284,49329.jpg
19853,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,U.S. Polo Assn. Men Striped Blue Shirt,19853.jpg
55205,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual,Lakme Lip Love Dark Desire Lipstick B122A,55205.jpg
59062,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,Global Desi Women Multi Coloured Kurta,59062.jpg
20405,Women,Accessories,Wallets,Wallets,Purple,Winter,Casual,Baggit Women Zanzil Taj Purple Wallet,20405.jpg
14638,Men,Apparel,Topwear,Shirts,White,Fall,Casual,Probase Men Double Pattern Check White Shirts,14638.jpg
56480,Women,Personal Care,Nails,Nail Polish,Brown,Spring,Casual,Streetwear Chocolat Nail Polish 20,56480.jpg
5577,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,Nike Men's Field Trainer Textile Grey Black White Shoe,5577.jpg
45918,Men,Accessories,Watches,Watches,White,Winter,Casual,Maxima Men White Dial Watch,45918.jpg
1920,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,Puma Men Graffiti FX Shoes,1920.jpg
57552,Women,Personal Care,Lips,Lipstick,Copper,Spring,Casual,Lotus Herbals Floralstay Copper Toast Lip Color 424,57552.jpg
37156,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,Campbell Men Pack of 3 T-shirt,37156.jpg
45405,Women,Footwear,Shoes,Flats,Bronze,Winter,Casual,Rocia Women Bronze Sandals,45405.jpg
7652,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,Puma Men's Lifestyle White T-shirt,7652.jpg
36565,Women,Personal Care,Fragrance,Deodorant,Red,Spring,Casual,United Colors of Benetton Women Deo,36565.jpg
12681,Men,Accessories,Headwear,Caps,Blue,Summer,Casual,Probase Men Check Blue Cap,12681.jpg
39375,Women,Accessories,Watches,Watches,Silver,Winter,Casual,Helix Women Silver Dial Watch,39375.jpg
18197,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Casual,Highlander Men Solid Navy Blue Trouser,18197.jpg
50181,Women,Personal Care,Makeup,Kajal and Eyeliner,Beige,Spring,Casual,Peperone Women Beige Handbag,50181.jpg
11826,Men,Footwear,Shoes,Casual Shoes,Red,Summer,Casual,Playboy Men Casual Red Casual Shoes,11826.jpg
3561,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,Skechers Men's Zeta Black Lifestyle Casual Shoe,3561.jpg
7684,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,Puma Men's Brazil Black Green T-shirt,7684.jpg
17646,Unisex,Footwear,Flip Flops,Flip Flops,Green,Spring,Casual,Converse Unisex Green Flip Flops,17646.jpg
44782,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,Lotto Men White Los Angeles II Sports Shoes,44782.jpg
52327,Women,Accessories,Jewellery,Bangle,Blue,Winter,Casual,ToniQ Women Blue Bangle,52327.jpg
58136,Women,Accessories,Jewellery,Earrings,Silver,Fall,Casual,Rreverie Silver Earrings,58136.jpg
56044,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual,Colorbar Full Finish Longwear Kiss Me Lipstick 07,56044.jpg
59553,Women,Accessories,Jewellery,Bracelet,Silver,Summer,Casual,Lucera  Silver Bracelet,59553.jpg
39713,Unisex,Accessories,Watches,Watches,Black,Winter,Casual,ADIDAS Original Unisex Black Dial Chronograph Watch ADH2664,39713.jpg
10692,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,Doodle Boy Casual Red Tshirts,10692.jpg
15747,Men,Footwear,Shoes,Sports Shoes,White,Spring,Sports,Nike Men Ballista SL White Sports Shoes,15747.jpg
41701,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,DC Comics Men Navy Blue Printed Shorts,41701.jpg
10221,Women,Accessories,Bags,Handbags,Green,Winter,Casual,Murcia Women Emma Green Handbags,10221.jpg
22348,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,John Players Men Solid Grey Sweater,22348.jpg
54145,Women,Footwear,Shoes,Heels,Brown,Spring,Casual,Rocia Women Brown Flats,54145.jpg
5936,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,ADIDAS Men's Derby Tatoo White Shoe,5936.jpg
28419,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,Casual,Idee Men Steel Sunglasses,28419.jpg
14926,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,Mr. Men Men Mr. Happy DK.Green Tshirts,14926.jpg
3307,Men,Footwear,Shoes,Sports Shoes,Black,Spring,Sports,Asics Men's Gel Phoenix 3 Black Silver Shoe,3307.jpg
36371,Men,Accessories,Ties,Ties,Cream,Summer,Formal,Reid & Taylor Men Cream Tie,36371.jpg
56879,Women,Footwear,Shoes,Heels,Black,Winter,Casual,HM Women Black Heels,56879.jpg
18274,Women,Apparel,Topwear,Kurtas,Purple,Fall,Ethnic,Aneri Women Niti Purple Kurta,18274.jpg
55097,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,Casual,Pond's Gold Radiance Precious Youth Serum,55097.jpg
28825,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,Denizen Men Navy Blue Jeans,28825.jpg
27788,Men,Accessories,Wallets,Wallets,Black,Winter,Casual,Bulchee Men Black Wallet,27788.jpg
52875,Women,Apparel,Saree,Sarees,Multi,Fall,Ethnic,FNF Multi Coloured Printed Sari,52875.jpg
56612,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,,Streetwear True Color Claret Tint Blusher,56612.jpg
5003,Women,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,Gini and Jony Girl's Arella Blue Kidswear,5003.jpg
21721,Women,Footwear,Shoes,Heels,Green,Winter,Casual,Catwalk Women Casual Green Flats,21721.jpg
7902,Men,Apparel,Bottomwear,Shorts,Brown,Fall,Casual,Proline Men Brown & Blue Checked Shorts,7902.jpg
43334,Women,Accessories,Bags,Handbags,Maroon,Spring,Casual,Murcia Women Maroon Handbag,43334.jpg
33263,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,Gini & Jony Boys White T-shirt,33263.jpg
45107,Men,Accessories,Watches,Watches,Black,Winter,Casual,CASIO ENTICER Men Black Printed Dial Watch A019 MQ-76-L1AUL,45107.jpg
57983,Women,Apparel,Topwear,Tops,Black,Fall,Casual,Latin Quarters Women Black & White Top,57983.jpg
55251,Women,Personal Care,Makeup,Highlighter and Blush,Skin,Spring,Casual,Lakme Absolute Moonlit Highlighter Face Brightener 9G,55251.jpg
31029,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,Arrow New York Men Green Slim Fit Shirt,31029.jpg
24622,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,Murcia Women Brown Handbag,24622.jpg
23163,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Mark Taylor Men Navy Blue Printed T-shirt,23163.jpg
46646,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,Casual,Rasasi Men Deserve Deo,46646.jpg
57119,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,Elle Women Printed Pink Top,57119.jpg
29419,Men,Accessories,Watches,Watches,Black,Winter,Casual,Giordano Men Black Dial Watch,29419.jpg
1634,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,Inesis Water Repellent Canaveral Shoes,1634.jpg
43106,Men,Personal Care,Fragrance,Deodorant,Yellow,Spring,Casual,Reebok Men Reespark Deo,43106.jpg
6814,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,Timberland Men's Cityendur Brown Shoe,6814.jpg
11511,Women,Footwear,Shoes,Flats,Gold,Winter,Casual,Catwalk Women Lifestyle Gold Toned Ballerinas,11511.jpg
8325,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,8325.jpg
55063,Women,Personal Care,Lips,Lipstick,Brown,Spring,,Lakme Enrich Satins Lipstick 421,55063.jpg
9537,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,Nike Men As Goaline Ss Black T-Shirts,9537.jpg
54129,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,Rocia Women Beige Flats,54129.jpg
17927,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,Nike Men Trainng Black Track Pant,17927.jpg
35186,Unisex,Accessories,Bags,Backpacks,Grey,Spring,Casual,Wildcraft Unisex Grey & Black Backpack,35186.jpg
33349,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,Homme Men Black Semi Formal Shoes,33349.jpg
7103,Unisex,Accessories,Bags,Backpacks,Grey,Winter,Casual,Wildcraft Unisex Grey Backpack,7103.jpg
2504,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,Numero Uno Men's Casual White Canvas Shoe,2504.jpg
36703,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,Casual,Yves Saint Laurent Men Body Kouros Perfume,36703.jpg
33393,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,Baggit Women Faltu Taj Brown Handbag,33393.jpg
20494,Women,Accessories,Wallets,Wallets,Purple,Winter,Casual,Baggit Women Era Hosh Purple Wallet,20494.jpg
13738,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,Belmonte Men Check Green Shirts,13738.jpg
57734,Women,Personal Care,Lips,Lip Care,Maroon,Spring,,Lotus Herbals Fruity Fusion Lip Balm,57734.jpg
5709,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,Casual,Reebok Men's Hanawi Terra Grey Flip Flop,5709.jpg
39712,Unisex,Accessories,Watches,Watches,White,Winter,Casual,ADIDAS Originals Unisex Black Dial Watch ADH2647,39712.jpg
16621,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,Probase Men Solid Olive Trouser,16621.jpg
3797,Men,Footwear,Shoes,Casual Shoes,Black,Spring,Casual,Converse Men Black & Red Shoes,3797.jpg
30478,Women,Apparel,Innerwear,Bra,White,Summer,Casual,Lovable Women Encircle White Bra,30478.jpg
48036,Men,Accessories,Watches,Watches,Black,Winter,Casual,Nautica Men Black Dial Chronograph Watch,48036.jpg
9381,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,Sports,Nike Men Elite Brown Sports Shoes,9381.jpg
55407,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,Casual,Revlon ColorStay Overtime Relentless Raisin Lip Gloss 270,55407.jpg
49506,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,Vans Men Grey Casual Shoes,49506.jpg
25128,Women,Accessories,Bags,Clutches,Silver,Winter,Casual,Lino Perros Women Gems Silver Clutch,25128.jpg
10877,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,Wrangler Men Navy Blue Polo Tshirts,10877.jpg
13212,Women,Footwear,Shoes,Sports Shoes,Grey,Spring,Sports,ASICS Women Gel Spree Running Grey Sports Shoes,13212.jpg
30832,Women,Apparel,Bottomwear,Churidar,Blue,Summer,Ethnic,Fabindia Women Printed Blue & Red Churidar,30832.jpg
52479,Women,Apparel,Loungewear and Nightwear,Baby Dolls,White,Winter,Casual,Red Rose White Nightdress,52479.jpg
22039,Women,Apparel,Topwear,Kurtas,Cream,Fall,Ethnic,Vishudh Women Self Printed Cream Kurta,22039.jpg
22555,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,Reebok Men Reespeed Deo,22555.jpg
53248,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,Mark Taylor Men Charcoal Black Striped Trousers,53248.jpg
38168,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,Miami Blues Women Sunglasses,38168.jpg
12081,Women,Apparel,Topwear,Kurtas,Purple,Fall,Ethnic,W Women Printed Purple Kurtas,12081.jpg
39921,Unisex,Accessories,Bags,Duffel Bag,Brown,Spring,Travel,Tortoise Unisex Brown Leather Duffel Bag,39921.jpg
29735,Women,Accessories,Bags,Handbags,Green,Summer,Casual,Kiara Women Light Green Handbag,29735.jpg
54629,Men,Accessories,Watches,Watches,Black,Winter,Casual,Fastrack Men Black Dial Watch,54629.jpg
16545,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,Basics Men Grey Slim Fit Checked Shirt,16545.jpg
55894,Women,Personal Care,Nails,Nail Polish,Blue,Spring,Casual,Colorbar Blue Lagoon Nail Lacquer 05,55894.jpg
53649,Women,Accessories,Bags,Handbags,Grey,Summer,Casual,Kiara Women Grey Handbag,53649.jpg
41889,Men,Apparel,Bottomwear,Jeans,Blue,Winter,Casual,Flying Machine Men Blue Slim Fit Mid-Rise Clean Look Jeans,41889.jpg
18256,Women,Apparel,Topwear,Kurtas,Multi,Fall,Ethnic,Aneri Women Anrtara Multi Kurta,18256.jpg
